id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1336269620265803777	1336245147919642624	2020-12-08 12:21:18 Central European Standard Time	2020-12-08	12:21:18	+0100	4777452689	chrapek_pl	Grzegorz Chrupek		@Kulesza_pl Art. 32 pkt 2 - Polacy pracujący w Niemczech, Francji czy we Włoszech są równiejsi od tych, którzy pracują w UK, USA czy Irlandii #ulgaabolicyjna	pl	[]	[]	[]	0	0	1	['ulgaabolicyjna']	[]	https://twitter.com/chrapek_pl/status/1336269620265803777	False		0								[{'screen_name': 'Kulesza_pl', 'name': 'Jakub Kulesza', 'id': '3093606064'}]				
1335920519632351234	1335920519632351234	2020-12-07 13:14:06 Central European Standard Time	2020-12-07	13:14:06	+0100	1326983479532384260	hania07203374	Hania		No tak... Sprawiedliwość.. rzeczywiście.  #Polexit #Polen #podatki #ulgaabolicyjna	pl	[]	[]	[]	0	0	0	['polexit', 'polen', 'podatki', 'ulgaabolicyjna']	[]	https://twitter.com/Hania07203374/status/1335920519632351234	False	https://twitter.com/DobryRuch_co_uk/status/1335918796096360449	0								[]				
1335614668577120257	1335614668577120257	2020-12-06 16:58:46 Central European Standard Time	2020-12-06	16:58:46	+0100	1121299693139574784	formalnie	NorwegiaFormalnie		Mamy swój profil w Google i tam też daliśmy informację o likwidacji #ulgaabolicyjna  https://t.co/k5Ltw4KhTb	pl	[]	['https://www.google.pl/search?q=Norwegia+Formalnie&ludocid=4822052939942278761&lpsid=666553828458648197&source=sh/x/localposts&lsig=AB86z5WZUsbjezpbPSiwbUmX_dFW']	[]	0	0	2	['ulgaabolicyjna']	[]	https://twitter.com/formalnie/status/1335614668577120257	False		0								[]				
1335583134079987712	1335583134079987712	2020-12-06 14:53:27 Central European Standard Time	2020-12-06	14:53:27	+0100	1326983479532384260	hania07203374	Hania		No i taka prawda. Po co płacić dwa podatki jak można zapłacić jeden? #ulgaabolicyjna #POLEXIT #Polska #polishgirl #polishgay	pl	[]	[]	[]	0	0	0	['ulgaabolicyjna', 'polexit', 'polska', 'polishgirl', 'polishgay']	[]	https://twitter.com/Hania07203374/status/1335583134079987712	False	https://twitter.com/DobryRuch_co_uk/status/1335582350382686208	0								[]				
1335138638343135232	1335129513295040513	2020-12-05 09:27:11 Central European Standard Time	2020-12-05	09:27:11	+0100	1305816538218455040	petycjaa	Petycja Abolicyjna		@AndZyberto Przykro Panie profesorze @AndZyberto że nie pochylił się Pan mimo licznych apeli nad losem wielu tysięcy  osób pracujących za granicą i ich rodzin w obliczu likwidacji #ulgaabolicyjna. To są właśnie ważne społecznie tematy które trzeba poruszać a nie udawać że nie ma tematu.	pl	[{'screen_name': 'andzyberto', 'name': 'andrzej zybertowicz', 'id': '344828991'}]	[]	[]	1	0	3	['ulgaabolicyjna']	[]	https://twitter.com/PetycjaA/status/1335138638343135232	False		0								[{'screen_name': 'AndZyberto', 'name': 'Andrzej Zybertowicz', 'id': '344828991'}]				
1335060635432968193	1335060635432968193	2020-12-05 04:17:14 Central European Standard Time	2020-12-05	04:17:14	+0100	1098165768032870401	pytaniemam	MamPytanie		Czemu rząd @pisorgpl na czele z @MorawieckiM wprowadził #podatekodnarodowści i #podatekodrodziny? Likwidując #ulgaabolicyjna już nie ma po co starać się być z rodziną w Polsce, bo nie tylko bilety będą kosztować, ale samo to że się jest z rodziną w#Polska. Gratulacje @prezydentpl	pl	[{'screen_name': 'pisorgpl', 'name': 'prawo i sprawiedliwość', 'id': '15877628'}, {'screen_name': 'morawieckim', 'name': 'mateusz morawiecki', 'id': '939053934232195072'}, {'screen_name': 'prezydentpl', 'name': 'kancelaria prezydenta', 'id': '43932737'}]	[]	[]	1	0	1	['podatekodnarodowści', 'podatekodrodziny', 'ulgaabolicyjna']	[]	https://twitter.com/PytanieMam/status/1335060635432968193	False		0								[]				
1334864969263943680	1334864969263943680	2020-12-04 15:19:43 Central European Standard Time	2020-12-04	15:19:43	+0100	1326983479532384260	hania07203374	Hania		A dlaczego dla Niemiec zrobiono wyjątek? Mogę zarabiać normalnie w Niemczech ale w Belgii już nie?  #ulgaabolicyjna #PolskaNaDzieńDobry #polish #polacy	pl	[]	[]	[]	0	0	0	['ulgaabolicyjna', 'polskanadzieńdobry', 'polish', 'polacy']	[]	https://twitter.com/Hania07203374/status/1334864969263943680	False	https://twitter.com/DobryRuch_co_uk/status/1334863896948170760	0								[]				
1334852457562685441	1334852457562685441	2020-12-04 14:30:00 Central European Standard Time	2020-12-04	14:30:00	+0100	2967823576	rpprawo	Rzeczpospolita Prawo		Zarabiający w Wielkiej Brytanii, Holandii czy USA odliczą tylko 1360 zł ulgi abolicyjnej. Jak duża będzie podwyżka podatku? To zależy od kilku czynników. #UlgaAbolicyjna #PIT #PodatekDochodowy #PracaZaGranicą  https://t.co/HZuhHEpuyz	pl	[]	['https://www.rp.pl/Podatki/312039927-Pracujacy-za-granica-doplaca-PIT-w-Polsce.html']	[]	0	1	0	['ulgaabolicyjna', 'pit', 'podatekdochodowy', 'pracazagranicą']	[]	https://twitter.com/RPPrawo/status/1334852457562685441	False		0								[]				
1334792056724549632	1334792056724549632	2020-12-04 10:30:00 Central European Standard Time	2020-12-04	10:30:00	+0100	2967823576	rpprawo	Rzeczpospolita Prawo		Zobacz najważniejsze informacje o uldze abolicyjnej. #PracaZaGranicą #UlgaAbolicyjna #PodatekDochodowy  https://t.co/wAf5FKGSLn	pl	[]	['https://www.rp.pl/Podatki/312039917-Praca-za-granica-co-warto-wiedziec-o-uldze-abolicyjnej.html']	[]	0	3	4	['pracazagranicą', 'ulgaabolicyjna', 'podatekdochodowy']	[]	https://twitter.com/RPPrawo/status/1334792056724549632	False		0								[]				
1333526059879456772	1333411157550518274	2020-11-30 22:39:23 Central European Standard Time	2020-11-30	22:39:23	+0100	1305816538218455040	petycjaa	Petycja Abolicyjna		@reaktor57 @ZofiaYgrek @ForfiterP @AndrzejDabrowka @jkardanowski @KurskiPL @tvp_info Do tego dochodzi jeszcze podwójne opodatkowanie Polaków pracujących za granicą  poprzez likwidację #ulgaabolicyjna od Nowego Roku.	pl	[]	[]	[]	0	1	1	['ulgaabolicyjna']	[]	https://twitter.com/PetycjaA/status/1333526059879456772	False		0								[{'screen_name': 'reaktor57', 'name': 'Krzysztof Bień', 'id': '2785238620'}, {'screen_name': 'ZofiaYgrek', 'name': 'Zofja Ygrek', 'id': '778987855687319552'}, {'screen_name': 'ForfiterP', 'name': 'ForfiterPolityczny #BabiesLivesMatter', 'id': '3122487777'}, {'screen_name': 'AndrzejDabrowka', 'name': 'Andrzej Dąbrówka', 'id': '762788594'}, {'screen_name': 'jkardanowski', 'name': 'Jan Krzysztof Ardanowski', 'id': '1055378302876241921'}, {'screen_name': 'KurskiPL', 'name': 'Jacek Kurski PL', 'id': '1262422213'}, {'screen_name': 'tvp_info', 'name': 'tvp.info 🇵🇱', 'id': '47295451'}]				
